"584","QRG Central Hospital and Research Centre Blood Bank","28.393014","77.310047","69; Delhi Mathura Road; Near Neelam Flyover; Ajronda Chowk; Sector 20 A;","8826533714"
"585","Sant Bhagat Singh Maharaj Ji Charitable Hospital Blood Bank","28.383115","77.302218","No - 1697; K Block; NIT; Faridabad; ",""
"586","Asian Institute of Medical Sciences Blood Bank","28.425756","77.299823","Badkhal Flyover Road; Sector 21-A; Faridabad","9650099052"
"587","Metro Heart Institute with Multispecialty","28.406835","77.318049","(A Unit of Metro Speciality Hospitals Private Limited) Sector 16A; Near Sunflag Hospital; Faridabad","9818538609"
"588","General Hospital Blood Bank Fatehabad","29.517629","75.448988","District Blood Tranfusion Center; General Hospital  Fatehabad","9991290062"
"589","Jagdambe Blood Bank","29.715587","75.900961","Aggarwal Hospital; Kali Mandir Road; Bhatia Nagar; Tohana; Near Ram Bhawan","9416047692"
"590","Paras Health Care Private Limited Blood Bank","28.451204","77.087719","C-1; Sushant Lok City; Phase I; Sector 43; Gurgaon","9560409969"
"591","Artemis Medicare Services Limited Blood Bank","28.43132","77.072134","Artemis Hospital; Sector-51; Gurugram","09716122245, 09871019148, 09716122284"
"592","Medanta The Medicity Hospital Blood Bank","28.439105","77.040909","CH Baktawar Singh Road; Sector 38; Gurugram;","9971183331"
"593","Alchemist Institute of Medical Sciences Blood Bank","28.439328","77.10227","Alchemist Institute of Medical Sciences (A Unit of Alchemist Hospitals Limited) DLF Golf Course Road; Sector-53; Saraswati Kunj",""
"594","SGT Medical College Hospital and Research Institute Blood Bank ","28.478407","76.902714","Near Sultanpur Bird Sanctuary; Village Budhera; Gurugram; ","08587046950, 08750879875"
"595","Park Hospital Blood Bank","28.420003","77.048378","Q Block; South City 2; Sohna Road; Main Sec-47; ","08802141414, 07503141414"
"596","Fortis Memorial Research Institute Blood Bank","28.456975","77.07299","A unit of Fortis Hospitals Limited; Sector - 44; Opposite HUDA City Centre; Gurugram","08376908523, 08587099908"
"597","Fortis Memorial Research Institute Blood Bank","28.456965","77.07297","Fortis Memorial Research Institute; Sector-44; Opposite HUDA City Centre; Gurgaon","8587099908"
"598","General Hospital Blood Bank, Gurugram","28.511841","76.986694","Near Bus Stand; Opposite MCG; Gurugram","9868822200"
"599","Umkal Blood Bank","0","0","H-Block; Palam Vihar; Opposite To Chancellor Club Near Chiranjiv Bharti Public school",""
"600","VPS Rockland Hospital Blood bank","0","0","Plot No. 2; Sector 5; IMT Manesar; Gurugram opposite Raheja square","9650319955"
"601","Columbia Asia Hospital - Palam Vihar, Blood Bank","0","0","Block F; Gol Chakkar; Near Ansal Plaza Mall; Palam Vihar; ",""
"602","Paras Hospital Blood Bank","0","0","C-1 Sushant Lok- 1 Sector-43 Phase- I ",""
"603","Nalwa Pathology and Microbiology Laboratory Blood Bank","29.157025","75.722428","SCF-83; Commercial UE-1; Red Square market","9812030669"
"604","Central Medical Centre (CMC) Hospital Blood Bank","29.140858","75.734103","Near Dabra Chowk Over Bridge; Hisar","088138 32032, 09996166233, 09416397790"
"605","Haryana Blood Bank","29.130234","75.74437","16; Model Town; NearJjindal Hospital ","09996663336, 09812171175, 09215181918"
"606","Manglam Blood Bank","29.131899","75.744839","No 139; NH10-Tosham Road Connection Road; New Model Town; Jindal Hospital Road; ","9254222767"
"607","Hisar Blood Bank","0","0","Hisar","9896036321"
"608","Dr. Anant Ram Janta Hospital Blood Bank","29.363162","75.901772","Hospital Road; Hisar; Barwala","9416042096"
"609","National Blood Bank, Kharab Hospital Blood Bank","29.310977","76.344908","47; Near Budhla Sant Mandir; Rishi nagar; ",""
"610","Sarvodaya Blood Bank services","29.1409","75.733801","Sravodaya Multi Speciality Hospital  Opp. Red Cross Bhawan; Delhi Road; Hisar","08572096543, 09896036321"
"611","General Hospital Blood Bank Hisar","29.17","75.718602","Civil Hospital Blood Bank; Near Bus Stand ","9468248136"
"612","Maharaja Agrasen Medical College, Agroha, Blood Bank","29.336707","75.622627","Opp. Agroha Dham",""
"613","General Hospital Blood Bank Jhajjar","28.607735","76.642891","Model Town","9729078039"
"614","General Hospital Blood Bank Jind","29.311866","76.330022","Civil Hospital; DC Colony","09416139660, 09416556795"
"615","National Blood Bank","0","0","Kharab Hospital; Gohana Road; Jind",""
"616","Gangaputra Hospital and Research Centre Blood Bank","29.378281","76.337165","Kaithal Road; Kandela","9871804058"
"617","Smt. Indira Gandhi Government Multispeciality Blood Bank","29.793446","76.421959","G. H. Sector-18; Bypass Road; Near bus stand; Kaithal By pass","09416121227, 09991717988, 09466484634"
"618","Haryana Institute of Medical Sciences (HIMS) Hospital Blood Bank","29.844728","76.441361","NH-152; Village-Ujhana; Ambala Road; Kaithal",""
"619","Kapisthal Blood Bank","0","0","Plot No. 11; Rishi Nagar; Kaithal Karnal Road ",""
"620","General Hospital Blood Bank Karnal","29.696067","76.994185","Old Court Road; Karnal","9466119091"
"621","Nirmal Institute of Medical Sciences and Technology Blood Bank","28.4734936","77.2906064","69; Jarnally Colony; Opposite Kalpana Chawla Medical College; Karnal.","09991455777, 09896244555"
"622","Pandit Ram Prakash Hospital and Kidney Centre Blood Bank","0","0","Civil Hospital Road; Karnal","09416130301, 9896922924"
"623","Save Life Blood Bank","28.701048","77.103863","16; Jarnally Colony; 1st floor; Opposite to General Hospital; Karnal","9896217504"
"624","LNJP District Government Hospital Blood Bank ","29.964985","76.820558"," Thanesar; Kurukshetra; SH-6; Kaithal Kurukshetra Road; ","09467734580, 09355370569"
"625","Kurukshetra Blood Bank","29.970016","76.838528","SCO.07-08 BASMENT;  Near LIC Building","09355231078, 093544 59907"
"626","Adesh Blood Bank","0","0","NH - 1; Near Ambala Cantt.; Village Mohri; TEHSIL. SHAHBAD (M)",""
"627","Civil Hospital Narnaul ","0","0","New Mohalla Mandi; Narnaul","9812198175"
"628","General Hospital Blood Bank Mandikhera","0","0","Mandikhera; Mewat",""
"629","Shaheed Hasan Khan Mewati Government Medical College Blood Bank  ","28.091167","76.971562","Nalhar; Tehsil Nuh; Mewat","9416731609"
"630","Diamond Blood Bank LLT","0","0","Om premia Hospital; 56 km Stone;NH-2; Delhi Mathura Road; Palwal; Faridabad","9899207036"
"631","General Hospital Blood Bank Palwal","28.136087","77.327024","New Sohna Road","9813389010"
"632","Command Hospital Blood Bank","30.712615","76.854089","Chandimandir Cantonment; Panchkula","080908 00659"
"633","Alchemist Hospital Panchkula Blood Bank","28.439332","77.10227","Sector 21; Panchkula","9780887019"
"634","District Hospital Panchkula Blood Bank","30.710793","76.845878","Civil Hospital Blood Bank; Sector 6","9876058060"
"635","N.C. Medical College and Hospital Blood Bank","29.286568","76.878961","N.C. Medical College and Hospital; Panipat-Rohtak Road; Israna; Panipat",""
"636","Red Cross Blood Bank","29.39369","76.969115","Indian Red Cross Society; Red Cross Bhawan; G.T. Road","090340 09006"
"637","Prem Blood Bank","29.398644","76.966314","A unit of Lala Harbhagwan Dass Memorial & Dr. Prem Hospital Pvt. Ltd.; Bishan Sarop Colony; Opp Bus Stand; ","7206403131"
"638","Bharat Blood Bank","0","0","467-D/4; West Press Colony; Near Bust Stand; Sukhdev Nagar","09416200014, 09254800007"
"639","Panipat Blood Bank","29.391662","76.957172","332-R Model Town; Near Ramlal Chowk","9416016332"
"640","Cygnus Maharaja Aggarsain Hospital Blood Bank","0","0","Desraj Colony;Devi Mandir Area","8222000942"
"641","Rewari Blood Bank","28.187832","76.616935","Shree Krishna Medical And Social Welfare Society; 53-RL; Model Town","9416063101"
"642","General Hospital Rewari Blood Bank","28.202218","76.619789","Room No. 16; Government / Civil Hospital Blood Bank;   Kayasthwara Mohalla; ","9416194222"
"643","Bharti Blood Bank","0","0","Rewari",""
"644","Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences (PGIMS) Blood Bank","28.879942","76.608052","Medical Road; Maharishi Dayanand University; Rohtak","9467355771"
"645","General Hospital Blood Bank Sirsa","29.538977","75.014269","Room No 25; G.H Sirsa; Near Jhunthra Dharmsala Sirsa","09416657072, 09416779446  "
"646","Shiv Shakti Blood Bank","29.536432","75.022062","Guru Gobind Singh Marg; B Block;Opposite to Valmiki Chowk","9354884426"
"647","Bapu Maghar Singh Ji International Blood Bank","29.467914","75.068864","Shah Satnam Singh Ji Speciality Hospital;  Nohar Bhadra Road;Shahpur Begu; Near Shah Satnam Ji Dham; Dera Sacha Sauda","9416787411"
"648","Bapu Maghar singh ji","0","0","Sirsa",""
"649","General Hospital Blood Bank Sonipat","28.990486","77.036475","Delhi Road; Near Maharana Pratap Chowk","09254300938, 09896214284"
"650","Sonipat Blood Bank","28.991527","77.034557","Near Saxsena Hospital; Sector-14 TO Scheme No. -15","09254300938, 09996010025, 09416600114     "
"651","Bhagat Phool Singh Government Medical College for Women Blood Bank","29.149774","76.808336","Kanpur Kalan; Sonipat","8607010701"
"652","Shree MAA Blood Bank","30.147696","77.304339","1st Floor; Goel Hospital; Jagadhri; Yamunanagar. Opp Sapphire hotel; railway road; Near Krishna Bajaj auto agency","9416316102"
"653","MLGH Trauma Centre Yamuna Nagar Blood Bank ","30.1442","77.303543","Civil Hospital Blood Bank; Jagadhari; Above Trauma Center;  Yamunanagar","9466359077"
"654","Bilaspur Regional Hospital Blood bank","31.335735","76.765248","Changer Sector Bilaspur; Near D.C.Office Bilaspur","9816028926"
"655","Chamba Regional Hospital Blood Bank ","32.558834","76.12246","Regional Hospital; Chamba","9418069485"
"656","Bhota Charitable Hospital Blood Bank","31.609374","76.569182","Hamirpur","9418497878"
"657","Hamirpur Regional Hospital Blood bank","31.679905","76.527416"," Agriculture Colony; Hamirpur;","9418096596"
"658"," Dharamshala Zonal Hospital Blood Bank","32.2129086","76.3194044","Zonal Hospital; Dharamshala","9418137766"
"659","Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda","32.0982738","76.3007658","Dr. Rajendra Prasad Government Medical College; Kangra at Tanda","8988159250"
"660","Military Hospital,Yol Cant, Kangra","0","0","Yol Cantt; Kangra","9882435845"
"661","Civil Hospital Blood Bank Palampur","32.107726","76.534876","Civil Hospital; Palampur; Kangra","9418462877"
"662","Reckong Peo Regional Hospital Blood Bank ","31.539316","78.267034","Reckong Peo; Kinnaur; Himachal Pradesh ",""
"663","Kullu Regional Hospital Blood Bank ","31.956462","77.111661","R.No. 320; Kullu Regional Hospital ","01902 224778"
"664","Netaji Subhash Chander Bose Zonal Hospital Blood Bank","31.711561","76.927209","Netaji Subhash Chander Bose Zonal Hospital; Mandi","9418316416"
"665","Rohru Civil Hospital Blood Bank ","31.201285","77.752272","Rohru; Shimla","09418084314	"
"666","Indira Gandhi Medical College Blood Bank Shimla","31.1071605","77.1831203","Department of BT and IH; Indira Gandhi Medical College;  Near Lakkar Bazar","9418091908"
"667","Deen Dayal Updhayay Hospital Blood Bank","31.103536","77.17218","DDU Complex; Shimla","9418462397"
"668","Kamla Nehru Hospital Blood Bank","31.096648","77.175267","Kamla Nehru Hospital; NH-22; Near Mall Road","9418173271"
"669","Mahatma Gandhi Medical Services Blood Bank Rampur","31.4470213","77.6294213","Mahatma Gandhi Medical Services Blood Bank Rampur; Near Jakh Institute of Nursing","9418470772"
"670","Nahan Regional Hospital Blood Bank ","30.559933","77.295483","Regional Hospital; Nahan ","9418087764"
"671","Malhotra Super Speciality Hospital Blood Bank ","30.9491629","76.8319738","(A Unit of Malhotra Clinics Private Limited); SCO No. 8; Himuda Bhatoli Kalan; Opp.- Mahavir Spinning Mills; Baddi","9816020120"
"672","Maharishi Markendeshwar Medical College and Hospital Blood Bank","30.8713445","77.0863049","LADO; Sultanpur Road; Kumarhatti; Solan ",""
"673"," Solan Regional Hospital Blood Bank","30.90738","77.107075","Regional Hospital; Near Lakkar Bazar; Tank Road","9418483517"
"674","Una Regional Hospital Blood Bank ","31.4785791","76.2741605","Regional Hospital; Una","9805411234"
"675","MMAB memorial District Hospital  Blood Bank Anantnag","33.7253569","75.153155","MMAB memorial Blood Bank; Janglat Mandi; District Hospital; Anantnag","01923 222170"
"676","Baramulla District Hospital Blood Bank","34.2031312","74.3654033","District Hospital; Kanthbagh; Baramulla","9797218141"
"677","Chodana Sub-District Hospital Blood Bank","33.9429341","74.7993502","Sub-District Hospital; Chadoora; Budgam","9596301711"
"678","Budgam District Hospital Blood Bank ","34.020827","74.719824","ASYM District Hospital Campus; Near District Court Complex","9419035800"
"679","Doda District Hospital Blood Bank ","33.144377","75.543698","District Hospital; Doda","9419168144"
"680","District Hospital Blood Bank Ganderbal ","34.1944531","74.652155","Ganderbal",""
"681","Government Hospital Blood Bank Gandhi Nagar","32.705277","74.859974","Government Hospital; Gandhi Nagar; Jammu","9419187114"
"682","Government Medical College and Hospital Blood Bank","32.736061","74.853998","Government Medical College and Hospital; Mahesh Pura Chowk; Bakshi Nagar","9419184710"
"683","Sri Maharaja Gulab Singh (SMGS) Hospital Blood Bank","32.733578","74.862023","Shalamar Road; Indra Chowk; Jammu",""
"684","Bee Enn General Hospital Blood Bank","32.7297174","74.8411347","Garden Avenue; Bhagwati Nagar; Talab Tillo; Jammu",""
"685","Sainik Asptal Blood Bank Satwari","0","0","166; Military Hospital; C/o. 56 APO",""
"686","Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank","32.760493","74.898955","Acharya Shri Chander College of Medical Sciences and Hospital; N.H ByPass P.O Majeen",""
"687","Kargil District Hospital (Kargil Ladakh Kashmir Division) Blood Bank ","34.559251","76.124874","District Hospital; Kargil Ladakh Kashmir Division; Jammu and Kashmir","9419888523"
"688","Kathua District Hospital Blood Bank ","32.390815","75.5252","District Hospital; Kathua ","9419176206"
"689","Kishtwar District Hospital Blood Bank  ","33.3139274","75.7681239","District Hospital; Near Bus stand Kishtwar.","9018497123"
"690","Kulgam District Hospital Blood Bank ","33.645305","75.026719","Kulgam Quzigund Road; opposite to Fruit mandi Kulgam","9622749024"
"691","Handwara District Hospital Blood Bank","34.396437","74.284765","Handwara Hwy; Shaheen Colony; Durashpora; Handwara","9622221424"
"692","General Hospital Blood Bank","0","0","153; General Hospital; C/o. 56 APO; Leh Ladakh ","09906982587, 094191235102"
"693","SNM Hospital Blood Bank","34.153795","77.580209","SNM Hospital; Main Bazar; Leh","9622181045"
"694","Raja Sukhdev Singh District Hospital Poonch","33.772293","74.098062","District Hospital; Poonch","941,960,182,309,419,000,000"
"695","Pulwama District Hospital Blood Bank ","33.878861","74.900779","District Hospital; Pulwama","09419757644, 09419070964"
"696","General Hospital Blood Bank (Army)","0","0","150; General Hospital; Rajouri","9596711669"
"697","Rajouri District Hospital Blood Bank ","33.3880811","74.316008","District Hospital;  kheora; Rajouri ","9419267266"
"698","Ramban District Hospital Blood Bank ","33.2420569","75.2392611","NH1A; Upper Bazaar; Ramban;","9419211432"
"699","District Hospital Blood Bank Sambha ","32.560515","75.120911","District Hospital; Near Sabzi Mandi; Samba",""
"700","District Hospital Blood Bank Shopian ","33.7200624","74.8338034","Shopian","9906691206"
"701","Shri Maharaja Hari Singh (SMHS) Hospital Blood Bank","34.0862001","74.7977402","SMHS Road; Near Gold Market; Karan Nagar; Srinagar; ","9419466823"
"702","92 Base Hospital Blood Bank","34.06591","74.856181","92 Base Hospital; C/o. 56 APO;  Badami Bagh; Srinagar","9419025840"
"703","Sher-I-Kashmir Institute of Medical Sciences (SKIMS) Blood bank","34.136677","74.800264","Sher-I-Kashmir Institute of Medical Sciences (SKIMS);  Anchar; Soura; Srinagar","9419081023"
"704"," Government Lal Ded Hospital Blood Bank","34.0667492","74.8081809","Wazirbagh; Srinagar GPO; Srinagar","9797937999"
"705","Government Bone and Joint Surgery Hospital Blood Bank","34.0481","74.80522","Government Bone and Joint Surgery Hospital; Near Barzulla bridge; Srinagar","9419720762"
"706","Jawahar Lal Nehru Memorial Hospital Blood Bank","34.097759","74.821651","Jawahar Lal Nehru Memorial Hospital Blood Bank; Rainwari; Srinagar",""
"707","Command Hospital Blood Bank ","32.930786","75.135348","Command Hospital; Uttari Kaman; C/o Uttari Kaman; Udhampur",""
"708","Udhampur District Hospital Blood Bank ","32.919922","75.132831","Udhampur  District Hospital; Near ITI collage","9419222969"
"709","Indian Red Cross Society Blood Bank Bokaro","23.644138","86.151112","IRCS; Blood bank; Pandit Jawahar lal Nehru Marg; Near Airport; Sector 1 B.S. City","9431321798"
"710","Bokaro General Hospital Blood Bank","23.675112","86.145632","Blood Bank; Bokaro General Hospital; Sector - 4; Bokaro Steel City","8986872991"
"711","K.M. Memorial Hospital & Research Center Blood Bank","23.633257","86.173506","Blood Bank; K.M. Memorial Hospital & Research Center; By Pass Road Chas Bokaro","9234303421"
"712","Deoghar Sadar Hospital Campus Blood Bank ","24.491027","86.693996","Blood Bank; Sadar Hospital; Deoghar ","9234870137"
"713","Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad","23.7976877","86.4356088","PMCH; Saraidhela; Dhanbad; PO. BCCL Township","9431188793"
"714","Central Hospital Blood Bank BCCL Dhanbad","23.8057146","86.4509654","Blood Bank; Central Hospital; BCCL; Dhanbad","9470595653"
"715","S. N. Chakraborty Memorial Chakraborty Nursing Home Blood Bank","0","0","Debraj Complex; Dhansar; Dhanbad","9939900855"
"716","Dwarka Das Jalan Memorial Hospital Bartand Blood Bank ","23.806393","86.43059","Blood Bank Dwarka Das Jalan Memorial Hospital Bartand; Dhanbad","9204061081"
"717","Dumka Sadar Hospital Blood Bank ","24.267264","87.251613","Near Town Hall; Dumka","9341190075"
"718","MGM Medical College Hospital Campus Blood Bank Jamshedpur","22.811699","86.210334","Sakchi; Jamshedpur","9431459163"
"719","Jamshedpur Blood Bank ","22.804227","86.181256","Stocking Road; Northern Town. Bistupur","9431346147"
"720","Garhwa Sadar Hospital Campus Blood Bank ","24.158163","83.802052","Blood Bank; Sadar Hospital Garhwa","9955469085"
"721","Giridih Sadar Hospital Blood Bank ","24.1879903","86.3064543","Blood Bank; Sadar Hospital Giridih","9331743396"
"722","Gumla Sadar Hospital Blood Bank ","23.0346771","84.5383358","Blood Bank; Sadar Hospital Gumla; Jharkhand","9534032306"
"723","Hazaribag Sadar Hospital Blood Bank ","23.997502","85.3564179","Blood Bank; Sadar Hospital Campus Hazaribag","08092769023, 08969231140"
"724","TISCO West Bokaro Hospital Blood Bank ","0","0","Blood Bank; TISCO West Bokaro Hospital; Ghatotand; Hazaribagh","9204069482"
"725","Koderma Sadar Hospital Blood Bank ","24.188289","86.306465","Blood Bank; Sadar Hospital Koderma","9334516895"
"726","Latehar Sadhar Hospital Blood Bank","23.7432844","84.5059776","Sub-Divisional Hospital Blood Bank; Latehar","9835589186"
"727","Lohardaga Sadar Hospital Blood Bank ","23.441722","84.685316","Blood Bank; Sadar Hospital Lohardagga","9334484971"
"728","Pakur Sadar Hospital Blood Bank ","24.6476852","87.7862334","","9934347811"
"729","Palamu Sadar Hospital Blood Bank ","24.047051","84.060447","Daltonganj; palamau","9431787476"
"730","CCL Hospital Blood Bank Ramgarh","23.6484192","85.5093472","Blood Bank; CCL Hospital; Nai Sarai Ramgarh Cantt; Argada Road","9431792122"
"731","Military Hospital Blood Bank Ramgarh","0","0","Blood Bank; Military Hospital; Ramgarh Cantt; Ramgarh","06553 225055"
"732","Apurva Blood Bank Ramgarh","0","0","Apoorva Blood Bank Ramgarh","9304842607"
"733","Heavy Engineering Corporation, Plant Hospital Blood Bank","23.313367","85.277743","Sector III; HEC Campus; Opposite JSCA Stadium; Ranchi","9835539866"
"734","Rajendra Institute of Medical Science (RIMS) Blood Bank, Bariyatu","23.388964","85.349138","Bariatu; Ranchi; Jharkhand","9470516651"
"735","CCL Hospital Blood Bank Ranchi","23.408788","85.321355","Central Hospital;CCL; Gandhi Nagar; Kanka Rd; Ranchi ","9934386375"
"736","Indian Red Cross Society (IRCS) Blood Bank Morabadi","23.3882502","85.3281205","Morabadi; Near Hockey Stadium; Ranchi","9431352561"
"737","Abdur Razzaque Memorial Weavers Hospital (ARAM) Blood Bank ","23.4507571","85.4370738","Blood Bank; ARAM Apollo Hospital; IRBA; Ranchi","9234303420"
"738","Nagarmal Modi Seva Sadan Hospital Blood Bank","23.371161","85.317141","Blood Bank; Nagarmal Modi Seva Sadan Hospital; Upper Bazar; Ranchi","09234684880, 09204759876"
"739","Rinchi Trust Hospital Blood Bank","23.3451234","85.1106008","Rinchi Trust Hospital Blood Bank; Kathal More; Itki Road; Ranchi.","9534084500"
"740","Devkamal Hospital and Research Centre Blood Bank","23.3691335","85.2204851","Bajra Bazar; Bajra; Near IIT Bus Stand; Itki Road","9204055638"
"741","Gurunanak Hospital and Research Centre Blood Bank ","23.349938","85.330008","Gurunanak Hospital and Research Centre Blood Bank Unit; Station Road; Ranchi.","9031091565"
"742","Sainik Hospital Blood Bank Namkum","23.3496021","85.3796172","Blood Bank; Sainik Hospital; Namkum; Ranchi",""
"743","Birsa Blood Bank Bariyatu","0","0","RIMS Colony; Near Hill View Nursing Home; Bariyatu ","9431767302"
"744","Jharkhand Blood Bank Bariatu ","23.395757","85.351652","Jharkhand Blood Bank; S. R. Complex;  Near Bariatu Masjid; Bariatu","09334439995, 09973161687"
"745","Archi Blood Bank Jharkhand ","23.38949","85.346526","Baxi Avenew; Dr. J. Sharan Lane Bariatu Ranchi","9304842607"
"746","Sahebganj Sadar Hospital Blood Bank ","25.235841","87.634215","Blood Bank; Sadar Hospital; Sahebganj","9931204554"
"747","Simdega Sadar Hospital Blood Bank ","22.6149779","84.5028825","Blood Bank; Sadar Hospital Simdega ","9905101190"
"748","Chaibasa Sadar Hospital Blood Bank ","22.5505168","85.8054811","Blood Bank; Sadar Hospital Chaibasa; West Singhbhum ","9279221139"
"749","Kiriburu Meghahatuburu General Hospital Blood Bank","22.104554","85.291571","Kiriburu Iron Ore Mines","8986881168"
"750","TATA (TISCO) Hospital Blood bank","22.145873","85.494402","Blood Transfusion Unit; TISCO Hospital; Noamundi; Chaibasa","9204060263"
"751","Bagalkot Blood Bank","16.186132","75.70653","Hanagal Shree Kumareshwar Hospital and Research Centre; Ilkal Road","9448939708"
"752","B. V. V. Sanghas HSK Hospital Blood Bank","16.165075","75.675072","Navanagar; Bagalkot","9448939768"
"753","District Hospital Blood Bank Bagalkot","16.165011","75.660812","Navanagar","9448037225"
"754","M/s. Vijay Mahant Blood Bank","0","0","Sri Basaveshwara Childrens Hospital & Research Centre; Gorbal Naka","9448293298"
"755","Mounesh Hospital&#39;s The Jhamkandi Blood Bank","0","0","Near P.B. High School; Uma Rameshwar Road","9448405435"
"756","Ramanagoudar Hospital Blood Bank","15.364709","75.123955"," 2nd floor; CTS; No.4042/B17; Near Kathi Kalyan Mantap ","9448987785"
"757","M/s. Sai Aadhar Hospital Blood Bank","16.325218","75.289397","Sai Aadhar Hospital; Yadwad Road","9880723163"
"758","K.L.E.Society & Medical Research Centre Blood Bank","15.887919","74.519593","Nehru Nagar","9448273131"
"759","Belgaum Blood Bank and Diagnostic Laboratory","15.860356","74.512478","3137; Huns Talkies Road; (opposite to Central High School)","94481610492"
"760","District Hospital Blood Bank","15.86908","74.510438","Dr. B. R. Ambedkar Road","9448989739"
"761","Shree Mahaveer Blood Bank","15.854367","74.511233"," 4th Floor; Radio Complex; CTS No. 116/1A; Shivaji Road","9480275212"
"762","M/s. Sri Sai Blood Bank","15.833587","74.526571","Shri Sai Hospital; No:40/2; Laxmi Nagar Main Road; Vadagaon","9986399216"
"763","Rotary Charitable Trust Blood Bank","16.160173","74.812128","New Extension Area; Nippani","9448121366"
"764","Rotary Seva Sangh Blood Bank","16.160405","74.81216"," R. S. No. 211/B; Plot No. 14C; Yogikolla Road","9448111151"
"765","Medical College Hospital Blood Bank","15.154334","76.896594","Vijayanagara Institute of Medical Science (VIMS); Bellary","9449463366"
"766","District Hospital Blood Bank Bellary","0","0","Bellary.",""
"767","Swamy Vivekananda Charitable Blood Bank","0","0","D. No.130; Near TVS Show Room; Parvathinagar Main Road","9880080389"
"768","Smt. Vasantidevi Baldota Blood Bank","0","0","Baldota Colony; Dam Road; Hospet","9945188052"
"769","Chiranjeevi Blood Bank","0","0","Near Vijayanagara Colony; 100 Bed Hospital Road; Amaravathi","9972233066"
"770","M/s. Sri Siddartha Medical College Hospital Blood Bank","13.160791","77.323405","Sri Siddhartha Medical College & Hospital; T.Begur; Nelamangala Tq","9901669103"
"771","MVJ Medical College and Research Hospital Blood Bank","13.077457","77.811502","Dandupalya; Kolathur Post; NH-4","9844021613"
"772","BGS Global Hospitals Blood Bank","12.911276","77.486216","No. 67; Uttarahalli Road","9535408623"
"773","Harsha Hospital Blood Bank","13.097983","77.38581","No. 193/4; Byraveshwaranagar; Sondekoppa Circle; N.H.4; Bengaluru.",""
"774","Narayana Hrudayalaya Blood Bank","12.80927","77.695173","University Medical Centre; (KMC) Hospital","9901200440"
"775","Government Haji Sir Ismail Sait Gosha Hospital Blood Bank","12.987532","77.604913","Near KSPCB Limited; Tasker Town; Shivaji Nagar","9481520707"
"776","Swamy Vivekananda Voluntary Blood Bank","12.9649846","77.589012","No.20;3rd Floor; SGRR Complex; 1st Cross; Raja Ram Mohan Roy Road; S. R. Nagar","9343773931"
"777","M/s. Aster CMI Hospital Blood Bank","13.054677","77.592504","43/2; Bellary Rd;NH-4;Sahakar Nagar; Hebbal","9844844708"
"778","M/s. East Point Hospital Blood Bank Virgonagar","13.053662","77.717912","East Point college of Medical Sciences&Hospital; Janana Prabha Campus; Bidarahalli","9916865999"
"779","Unique Blood Bank & Diagnostic Centre","12.965837","77.576262","1st floor;S.L.N.Complex; City Market Square","9448216553"
"780","SHUSHRUTHA VOLUNTARY BLOOD BANK","12.9978842","77.5411603","The Blood Bank Medical officer Sushrutha Voluntary Blood Bank; No:875;Modi Hospital Road;  Near Pristine Hospital","8951853537"
"781","Bengaluru Blood Bank and Diagnostic Laboratory","12.998074","77.571614","Between 6th and 7th Cross; Opposite R.R.Gold Palace; Sampige Road;Malleshwaram","9886747992"
"782","Bengaluru Rotary TTK Medical Service Trust Blood Bank","12.99807","77.580434","New Thippasandra Main Road; HAL III Stage","9740594251"
"783","KIMS Hospital Blood Bank","12.956353","77.574114","K. R. Road; Visveswarapuram;Near Makkala Koota Bus Stop","9448559664"
"784","Bangalore Baptist Hospital Blood Bank","13.035289","77.589935","Bellary Road; Hebbal","9480424340"
"785","Sanjaya Gandhi Accident Hospital and Research Institute Blood Bank","12.935769","77.593859","Jayanagar East; Byrasandra","9036586966"
"786","Victoria Hospital Blood Bank","12.963399","77.573818","Fort Road; Bengaluru","9591497657"
"787","M. S. Ramaiah Medical Teaching Hospital Blood Bank","13.030487","77.566648","Gokul Extension","9845120603"
"788","Saint Martha&#39;s Hospital Blood Bank","12.970679","77.586085","Nrupatunga Road","9686452704"
"789","Kidwai Memorial Institute of Oncology Blood Bank","12.93759","77.598537","Dr. M.H.Marigowda  Road","99869900040"
"790","Transfusion Medicine Centre Blood Bank","12.94039","77.59883","NIMHANS Hosur Road","080 26995435"
"791","St. John&#39;s Medical College Blood Bank","12.929482","77.620182","Sarjapur Road; Bengaluru","9591990365"
"792","Mallya Hospital Blood Bank","12.968063","77.595068","No.2; Vittal Mallya Road","9845043017"
"793","Hindustan Aeronautics Limited - HAL Hospital Blood Bank ","12.962447","77.665284","Suranjandas Road; Near HAL Airport; Vimanapura","9845347978"
"794","Saint Philomena Blood Bank","12.965428","77.610476","No.1; Nilsandra Road","9916065305"
"795","K. C. General Hospital Blood Bank","12.996389","77.56931","Malleshwaram","8722604100"
"796","Command Hospital Blood Bank Air Force","12.963321","77.62882","Old Airport Road; Near Cambridge Layout; Domlur Village; Post Agram","9663865587"
"797","E.S.I.Hospital Blood Bank","12.990775","77.553498","Rajajinagar","9945343990"
